,gene_id,uniprot,interpro,goa
19,EC55989_0543,,"IPR000672,IPR016040,IPR020630,IPR020631,IPR020867",B7L7F6
20,EC55989_0543,,"IPR000672,IPR016040,IPR020630,IPR020631,IPR020867",B7L7F6
21,EC55989_0543,,"IPR000672,IPR016040,IPR020630,IPR020631,IPR020867",B7L7F6
22,EC55989_4438,,"IPR015813,IPR018129,IPR021135,IPR022805",B7LA56
23,EC55989_0708,B7LAD1,"IPR001041,IPR004489,IPR009051,IPR012675,IPR017896,IPR017900,IPR025192",B7LAD1
24,EC55989_0706,B7LAC9,"IPR000701,IPR014312",B7LAC9
25,EC55989_0705,B7LAC8,"IPR000701,IPR014314,IPR014361,IPR018495",B7LAC8
26,EC55989_0707,B7LAD0,"IPR003952,IPR003953,IPR011281,IPR013027,IPR014006,IPR015939,IPR027477",B7LAD0
27,EC55989_4029,B7L6Y7,"IPR004839,IPR015421,IPR015422,IPR015424",B7L6Y7
28,EC55989_4438,,"IPR015813,IPR018129,IPR021135,IPR022805",B7LA56
29,EC55989_0708,B7LAD1,"IPR001041,IPR004489,IPR009051,IPR012675,IPR017896,IPR017900,IPR025192",B7LAD1
30,EC55989_0706,B7LAC9,"IPR000701,IPR014312",B7LAC9
31,EC55989_0705,B7LAC8,"IPR000701,IPR014314,IPR014361,IPR018495",B7LAC8
32,EC55989_0707,B7LAD0,"IPR003952,IPR003953,IPR011281,IPR013027,IPR014006,IPR015939,IPR027477",B7LAD0
33,EC55989_4438,,"IPR015813,IPR018129,IPR021135,IPR022805",B7LA56
34,EC55989_0708,B7LAD1,"IPR001041,IPR004489,IPR009051,IPR012675,IPR017896,IPR017900,IPR025192",B7LAD1
35,EC55989_0706,B7LAC9,"IPR000701,IPR014312",B7LAC9
36,EC55989_0705,B7LAC8,"IPR000701,IPR014314,IPR014361,IPR018495",B7LAC8
37,EC55989_0707,B7LAD0,"IPR003952,IPR003953,IPR011281,IPR013027,IPR014006,IPR015939,IPR027477",B7LAD0
38,EC55989_2028,B7L7Q3,"IPR000887,IPR013785",B7L7Q3
39,EC55989_2029,B7L7Q4,"IPR000581,IPR004786,IPR015928,IPR020558",B7L7Q4
40,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
41,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
42,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
43,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
44,EC55989_2028,B7L7Q3,"IPR000887,IPR013785",B7L7Q3
45,EC55989_2029,B7L7Q4,"IPR000581,IPR004786,IPR015928,IPR020558",B7L7Q4
46,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
47,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
48,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
49,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
50,EC55989_2028,B7L7Q3,"IPR000887,IPR013785",B7L7Q3
51,EC55989_2029,B7L7Q4,"IPR000581,IPR004786,IPR015928,IPR020558",B7L7Q4
52,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
53,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
54,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
55,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
56,EC55989_2028,B7L7Q3,"IPR000887,IPR013785",B7L7Q3
57,EC55989_2029,B7L7Q4,"IPR000581,IPR004786,IPR015928,IPR020558",B7L7Q4
58,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
59,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
60,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
61,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
62,EC55989_2028,B7L7Q3,"IPR000887,IPR013785",B7L7Q3
63,EC55989_2029,B7L7Q4,"IPR000581,IPR004786,IPR015928,IPR020558",B7L7Q4
64,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
65,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
66,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
67,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
68,EC55989_2028,B7L7Q3,"IPR000887,IPR013785",B7L7Q3
69,EC55989_2029,B7L7Q4,"IPR000581,IPR004786,IPR015928,IPR020558",B7L7Q4
70,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
71,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
72,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
73,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
74,EC55989_2028,B7L7Q3,"IPR000887,IPR013785",B7L7Q3
75,EC55989_2029,B7L7Q4,"IPR000581,IPR004786,IPR015928,IPR020558",B7L7Q4
76,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
77,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
78,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
79,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
80,EC55989_2028,B7L7Q3,"IPR000887,IPR013785",B7L7Q3
81,EC55989_2029,B7L7Q4,"IPR000581,IPR004786,IPR015928,IPR020558",B7L7Q4
82,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
83,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
84,EC55989_3214,B7LFI4,"IPR001576,IPR015824,IPR015901,IPR015911",B7LFI4
85,EC55989_4397,B7LA16,"IPR000652,IPR013785,IPR020861,IPR022896",B7LA16
86,EC55989_3884,B7L5S8,"IPR000914,IPR011980,IPR023765",B7L5S8
87,EC55989_3888,B7L5S9,"IPR003439,IPR003593,IPR014137,IPR015858,IPR017871,IPR027417",B7L5S9
88,EC55989_3886,B7L5T1,"IPR000515,IPR014157",B7L5T1
89,EC55989_3887,B7L5T2,"IPR003439,IPR003593,IPR014138,IPR015857,IPR017871,IPR027417",B7L5T2
90,EC55989_3885,B7L5T0,"IPR000515,IPR014156",B7L5T0
91,EC55989_3016,,IPR002828,B7LEG2
92,EC55989_2890,B7LDJ0,"IPR006218,IPR006219,IPR013785",B7LDJ0
93,EC55989_3938,B7L5Y1,"IPR001327,IPR004099,IPR006322,IPR012999,IPR013027,IPR016156,IPR023753",B7L5Y1
94,EC55989_4438,,"IPR015813,IPR018129,IPR021135,IPR022805",B7LA56
95,EC55989_1870,B7L6H5,"IPR000121,IPR002192,IPR006319,IPR008279,IPR013815,IPR013816,IPR015813,IPR018274,IPR023151",B7L6H5
96,EC55989_0708,B7LAD1,"IPR001041,IPR004489,IPR009051,IPR012675,IPR017896,IPR017900,IPR025192",B7LAD1
97,EC55989_0706,B7LAC9,"IPR000701,IPR014312",B7LAC9
98,EC55989_0705,B7LAC8,"IPR000701,IPR014314,IPR014361,IPR018495",B7LAC8
99,EC55989_0707,B7LAD0,"IPR003952,IPR003953,IPR011281,IPR013027,IPR014006,IPR015939,IPR027477",B7LAD0
100,EC55989_1870,B7L6H5,"IPR000121,IPR002192,IPR006319,IPR008279,IPR013815,IPR013816,IPR015813,IPR018274,IPR023151",B7L6H5
101,EC55989_3200,B7LFG7,"IPR002912,IPR006139,IPR006140,IPR016040,IPR029015,IPR029752,IPR029753",B7LFG7
102,EC55989_5050,B7LEN4,"IPR004469,IPR006383,IPR023190,IPR023214",B7LEN4
103,EC55989_3200,B7LFG7,"IPR002912,IPR006139,IPR006140,IPR016040,IPR029015,IPR029752,IPR029753",B7LFG7
104,EC55989_5050,B7LEN4,"IPR004469,IPR006383,IPR023190,IPR023214",B7LEN4
105,EC55989_3200,B7LFG7,"IPR002912,IPR006139,IPR006140,IPR016040,IPR029015,IPR029752,IPR029753",B7LFG7
106,EC55989_5050,B7LEN4,"IPR004469,IPR006383,IPR023190,IPR023214",B7LEN4
107,EC55989_4796,B7LCU8,"IPR001150,IPR005144,IPR012833,IPR019777",B7LCU8
108,EC55989_4796,B7LCU8,"IPR001150,IPR005144,IPR012833,IPR019777",B7LCU8
109,EC55989_4438,,"IPR015813,IPR018129,IPR021135,IPR022805",B7LA56
110,EC55989_0708,B7LAD1,"IPR001041,IPR004489,IPR009051,IPR012675,IPR017896,IPR017900,IPR025192",B7LAD1
111,EC55989_0706,B7LAC9,"IPR000701,IPR014312",B7LAC9
112,EC55989_0705,B7LAC8,"IPR000701,IPR014314,IPR014361,IPR018495",B7LAC8
113,EC55989_0707,B7LAD0,"IPR003952,IPR003953,IPR011281,IPR013027,IPR014006,IPR015939,IPR027477",B7LAD0
114,EC55989_4438,,"IPR015813,IPR018129,IPR021135,IPR022805",B7LA56
115,EC55989_0708,B7LAD1,"IPR001041,IPR004489,IPR009051,IPR012675,IPR017896,IPR017900,IPR025192",B7LAD1
116,EC55989_0706,B7LAC9,"IPR000701,IPR014312",B7LAC9
117,EC55989_0705,B7LAC8,"IPR000701,IPR014314,IPR014361,IPR018495",B7LAC8
118,EC55989_0707,B7LAD0,"IPR003952,IPR003953,IPR011281,IPR013027,IPR014006,IPR015939,IPR027477",B7LAD0
119,EC55989_4438,,"IPR015813,IPR018129,IPR021135,IPR022805",B7LA56
120,EC55989_0708,B7LAD1,"IPR001041,IPR004489,IPR009051,IPR012675,IPR017896,IPR017900,IPR025192",B7LAD1
121,EC55989_0706,B7LAC9,"IPR000701,IPR014312",B7LAC9
122,EC55989_0705,B7LAC8,"IPR000701,IPR014314,IPR014361,IPR018495",B7LAC8
123,EC55989_0707,B7LAD0,"IPR003952,IPR003953,IPR011281,IPR013027,IPR014006,IPR015939,IPR027477",B7LAD0
124,EC55989_4438,,"IPR015813,IPR018129,IPR021135,IPR022805",B7LA56
125,EC55989_4438,,"IPR015813,IPR018129,IPR021135,IPR022805",B7LA56
126,EC55989_1870,B7L6H5,"IPR000121,IPR002192,IPR006319,IPR008279,IPR013815,IPR013816,IPR015813,IPR018274,IPR023151",B7L6H5
127,EC55989_5050,B7LEN4,"IPR004469,IPR006383,IPR023190,IPR023214",B7LEN4
128,EC55989_0520,,"IPR007247,IPR011051,IPR023525,IPR024060",B7L7D2
129,EC55989_4438,,"IPR015813,IPR018129,IPR021135,IPR022805",B7LA56
130,EC55989_2804,B7LDB1,"IPR001264,IPR001460,IPR009647,IPR011815,IPR012338,IPR023346",B7LDB1
131,EC55989_2714,B7LCG9,"IPR000957,IPR005669",B7LCG9
132,EC55989_0745,B7LB73,"IPR003439,IPR003593,IPR004606,IPR005116,IPR008995,IPR011868,IPR015852,IPR017871,IPR027417",B7LB73
133,EC55989_0744,B7LB72,"IPR000515,IPR011867",B7LB72
134,EC55989_4433,B7LA51,"IPR001150,IPR004184,IPR010098,IPR019777",B7LA51
135,EC55989_4434,B7LA52,"IPR001989,IPR006638,IPR007197,IPR012839,IPR017896",B7LA52
136,EC55989_4433,B7LA51,"IPR001150,IPR004184,IPR010098,IPR019777",B7LA51
137,EC55989_4434,B7LA52,"IPR001989,IPR006638,IPR007197,IPR012839,IPR017896",B7LA52
138,EC55989_0708,B7LAD1,"IPR001041,IPR004489,IPR009051,IPR012675,IPR017896,IPR017900,IPR025192",B7LAD1
139,EC55989_0706,B7LAC9,"IPR000701,IPR014312",B7LAC9
140,EC55989_0705,B7LAC8,"IPR000701,IPR014314,IPR014361,IPR018495",B7LAC8
141,EC55989_0707,B7LAD0,"IPR003952,IPR003953,IPR011281,IPR013027,IPR014006,IPR015939,IPR027477",B7LAD0
142,EC55989_3472,,IPR003824,B7LGZ1
143,EC55989_0708,B7LAD1,"IPR001041,IPR004489,IPR009051,IPR012675,IPR017896,IPR017900,IPR025192",B7LAD1
144,EC55989_0706,B7LAC9,"IPR000701,IPR014312",B7LAC9
145,EC55989_0705,B7LAC8,"IPR000701,IPR014314,IPR014361,IPR018495",B7LAC8
146,EC55989_0707,B7LAD0,"IPR003952,IPR003953,IPR011281,IPR013027,IPR014006,IPR015939,IPR027477",B7LAD0
147,EC55989_0708,B7LAD1,"IPR001041,IPR004489,IPR009051,IPR012675,IPR017896,IPR017900,IPR025192",B7LAD1
148,EC55989_0706,B7LAC9,"IPR000701,IPR014312",B7LAC9
149,EC55989_0705,B7LAC8,"IPR000701,IPR014314,IPR014361,IPR018495",B7LAC8
150,EC55989_0707,B7LAD0,"IPR003952,IPR003953,IPR011281,IPR013027,IPR014006,IPR015939,IPR027477",B7LAD0
151,EC55989_0708,B7LAD1,"IPR001041,IPR004489,IPR009051,IPR012675,IPR017896,IPR017900,IPR025192",B7LAD1
152,EC55989_0706,B7LAC9,"IPR000701,IPR014312",B7LAC9
153,EC55989_0705,B7LAC8,"IPR000701,IPR014314,IPR014361,IPR018495",B7LAC8
154,EC55989_0707,B7LAD0,"IPR003952,IPR003953,IPR011281,IPR013027,IPR014006,IPR015939,IPR027477",B7LAD0
155,EC55989_0520,,"IPR007247,IPR011051,IPR023525,IPR024060",B7L7D2
156,EC55989_0520,,"IPR007247,IPR011051,IPR023525,IPR024060",B7L7D2
157,EC55989_0520,,"IPR007247,IPR011051,IPR023525,IPR024060",B7L7D2
158,EC55989_0520,,"IPR007247,IPR011051,IPR023525,IPR024060",B7L7D2
159,EC55989_1303,B7LGW8,"IPR000842,IPR005946,IPR029057,IPR029099",B7LGW8
160,EC55989_4796,B7LCU8,"IPR001150,IPR005144,IPR012833,IPR019777",B7LCU8
161,EC55989_4796,B7LCU8,"IPR001150,IPR005144,IPR012833,IPR019777",B7LCU8
162,EC55989_4796,B7LCU8,"IPR001150,IPR005144,IPR012833,IPR019777",B7LCU8
163,EC55989_4796,B7LCU8,"IPR001150,IPR005144,IPR012833,IPR019777",B7LCU8
164,EC55989_0933,B7LD80,"IPR000103,IPR001327,IPR005982,IPR008255,IPR013027,IPR023753",B7LD80
165,EC55989_0933,B7LD80,"IPR000103,IPR001327,IPR005982,IPR008255,IPR013027,IPR023753",B7LD80
166,EC55989_0009,B7L4D3,"IPR001585,IPR004730,IPR013785,IPR018225",B7L4D3
