,gene_id,uniprot,interpro,goa
30,EC042_0100,D3H480,"IPR000086,IPR003561,IPR015797,IPR020084,IPR020476",D3H480
31,EC042_1945,D3GVJ3,"IPR006424,IPR016040,IPR020828,IPR020829,IPR020830,IPR020831",D3GVJ3
32,EC042_4243,D3H501,"IPR001637,IPR004809,IPR008146,IPR008147,IPR014746,IPR027302,IPR027303",D3H501
33,EC042_3503,D3GXV2,"IPR001327,IPR006006,IPR009051,IPR016040,IPR017896,IPR028261",D3GXV2
34,EC042_3502,D3GXV1,"IPR000583,IPR002489,IPR002932,IPR006982,IPR013785,IPR017932,IPR029055",D3GXV1
35,EC042_3647,D3GZK4,"IPR000056,IPR011060,IPR013785,IPR026019",D3GZK4
36,EC042_0980,D3GZV8,"IPR000103,IPR001327,IPR005982,IPR008255,IPR013027,IPR023753",D3GZV8
37,EC042_2709,D3H301,"IPR000644,IPR001093,IPR005990,IPR013785,IPR015875",D3H301
38,EC042_0125,D3GR73,"IPR001765,IPR015892",D3GR73
39,EC042_2709,D3H301,"IPR000644,IPR001093,IPR005990,IPR013785,IPR015875",D3H301
40,EC042_2709,D3H301,"IPR000644,IPR001093,IPR005990,IPR013785,IPR015875",D3H301
41,EC042_2709,D3H301,"IPR000644,IPR001093,IPR005990,IPR013785,IPR015875",D3H301
42,EC042_1847,D3GUH1,"IPR000192,IPR010970,IPR015421,IPR015422,IPR015424,IPR020578",D3GUH1
43,EC042_1848,D3GUH2,"IPR000825,IPR011542",D3GUH2
44,EC042_1850,D3GUH4,"IPR000825,IPR010231",D3GUH4
45,EC042_1846,D3GUH0,"IPR003808,IPR023939",D3GUH0
46,EC042_1849,D3GUH3,"IPR003439,IPR003593,IPR010230,IPR017871,IPR027417",D3GUH3
47,EC042_1851,D3GUH5,"IPR000361,IPR011298,IPR016092,IPR017870",D3GUH5
48,EC042_1847,D3GUH1,"IPR000192,IPR010970,IPR015421,IPR015422,IPR015424,IPR020578",D3GUH1
49,EC042_1848,D3GUH2,"IPR000825,IPR011542",D3GUH2
50,EC042_1850,D3GUH4,"IPR000825,IPR010231",D3GUH4
51,EC042_1846,D3GUH0,"IPR003808,IPR023939",D3GUH0
52,EC042_1849,D3GUH3,"IPR003439,IPR003593,IPR010230,IPR017871,IPR027417",D3GUH3
53,EC042_1851,D3GUH5,"IPR000361,IPR011298,IPR016092,IPR017870",D3GUH5
54,EC042_4209,D3H4W7,"IPR002629,IPR006276,IPR013215",D3H4W7
55,EC042_2632,D3H274,"IPR000515,IPR005667,IPR011866",D3H274
56,EC042_2631,D3H273,"IPR003439,IPR003593,IPR005666,IPR008995,IPR014769,IPR017871,IPR024765,IPR027417",D3H273
57,EC042_2633,D3H275,"IPR000515,IPR005667,IPR011865",D3H275
58,EC042_0784,D3GYA6,"IPR003439,IPR003593,IPR004606,IPR005116,IPR008995,IPR011868,IPR015852,IPR017871,IPR027417",D3GYA6
59,EC042_0782,D3GYA4,IPR005950,D3GYA4
60,EC042_2631,D3H273,"IPR003439,IPR003593,IPR005666,IPR008995,IPR014769,IPR017871,IPR024765,IPR027417",D3H273
61,EC042_2633,D3H275,"IPR000515,IPR005667,IPR011865",D3H275
62,EC042_0782,D3GYA4,IPR005950,D3GYA4
63,EC042_2633,D3H275,"IPR000515,IPR005667,IPR011865",D3H275
64,EC042_4077,D3H346,"IPR003439,IPR003593,IPR005670,IPR015850,IPR017871,IPR027417",D3H346
65,EC042_4080,D3H349,"IPR005673,IPR024370",D3H349
66,EC042_4078,D3H347,"IPR000515,IPR005672",D3H347
67,EC042_4079,D3H348,"IPR000515,IPR011864",D3H348
68,EC042_4461,D3GTX4,"IPR008145,IPR012699,IPR027417",D3GTX4
69,EC042_3558,D3GYR5,"IPR006151,IPR011342,IPR013708,IPR016040,IPR022893",D3GYR5
70,EC042_3124,D3GTS7,"IPR004788,IPR020672",D3GTS7
71,EC042_0421,D3GU81,"IPR000623,IPR023000,IPR027417,IPR027544",D3GU81
72,EC042_4150,D3H3Y2,"IPR000634,IPR001721,IPR001926,IPR005787",D3H3Y2
